	1N	1T	2T	3N	3T	4N	5N	5T
Cypt7	0	0	0	0	0	0	0	0
Cypt8	0	0	0	0	0	0	0	0
Cypt9	0	0	0	0	0	0	0	0
Cyr61	8	13	3	0	6	2	4	20
Cys1	0	0	1	0	0	0	0	0
Cysltr1	0	2	0	0	0	0	2	4
Cysltr2	0	2	2	0	2	0	0	2
Cysrt1	0	0	0	2	2	0	0	0
Cystm1	47	26	90	32	33	51	27	32
Cyth1	24	30	38	38	34	38	32	35
Cyth2	14	61	30	20	28	10	25	50
Cyth3	10	6	17	4	10	10	6	18
Cyth4	6	13	20	6	8	2	4	8
Cytip	2	4	14	6	8	8	0	6
Cytl1	0	0	0	0	0	0	0	0
Cyyr1	0	0	3	2	2	0	2	3
D030018L15Rik	0	0	0	0	0	0	0	0
D030024E09Rik	0	0	0	0	0	0	0	0
D030025E07Rik	0	0	0	0	0	0	0	0
D030025P21Rik	0	0	0	0	0	0	0	0
D030028A08Rik	4	0	2	0	0	2	4	16
D030040B21Rik	0	0	0	0	0	0	0	0
D030045P18Rik	0	0	0	0	0	0	0	0
D030047H15Rik	0	0	0	0	2	0	0	0
D030056L22Rik	2	14	14	8	14	0	0	17
D030068K23Rik	0	0	0	0	0	0	0	0
D10Jhu81e	12	8	4	7	14	13	22	19
D10Wsu102e	28	34	16	8	32	22	20	41
D11Wsu47e	5	12	3	8	12	20	8	10
D130009I18Rik	0	0	0	0	0	0	0	0
D130017N08Rik	0	0	0	0	6	0	4	2
D130020L05Rik	2	0	2	2	0	0	2	2
D130040H23Rik	6	0	0	0	7	0	0	8
D130043K22Rik	0	0	2	2	0	0	0	0
D14Ertd670e	0	0	0	0	0	0	0	0
D15Ertd621e	56	62	40	50	92	40	62	73
D16Ertd472e	2	6	4	0	6	0	4	10
D16Ertd519e	0	0	0	0	0	0	0	0
D17Ertd648e	0	0	0	0	0	0	0	0
D17H6S53E	5	10	0	8	4	18	16	3
D17H6S56E-5	109	263	261	107	205	80	97	200
D17Wsu92e	67	73	80	108	81	73	68	107
D19Bwg1357e	20	16	18	16	27	11	6	56
D1Ertd622e	28	8	16	26	20	22	19	10
D1Pas1	0	0	0	0	0	0	0	0
D230025D16Rik	8	21	6	9	7	6	7	10
D230030E09Rik	0	0	0	0	0	0	0	0
D2Wsu81e	1	10	6	18	27	8	7	11
D2hgdh	11	6	2	0	6	10	10	6
D330023K18Rik	0	0	2	4	0	0	0	0
D330041H03Rik	3	0	0	0	2	0	0	0
D330045A20Rik	2	0	0	0	0	0	4	0
D330046F09Rik	0	0	0	0	0	0	0	0
D330050G23Rik	0	0	0	0	0	0	0	0
D330050I16Rik	2	0	0	0	0	0	0	0
D3Ertd254e	1	6	5	0	2	8	2	6
D3Ertd751e	8	4	2	7	6	4	10	2
D430019H16Rik	0	0	2	0	2	0	0	0
D430020J02Rik	0	6	2	4	2	0	4	3
D430036J16Rik	0	0	0	0	0	0	0	0
D430041D05Rik	0	0	0	0	0	0	0	0
D430042O09Rik	18	27	15	20	14	22	22	17
D4Ertd617e	0	0	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0	0	0
D5Ertd577e	0	0	0	0	0	0	0	0
D5Ertd579e	48	44	30	44	18	35	50	48
D5Ertd605e	0	0	0	0	0	0	0	0
D5Ertd615e	0	0	0	0	0	0	0	0
D630003M21Rik	0	2	12	0	8	2	2	12
D630010B17Rik	0	0	2	0	0	0	0	0
D630013N20Rik	0	0	0	0	0	0	0	0
D630023F18Rik	0	0	0	0	0	0	0	0
D630024D03Rik	0	0	0	0	0	0	0	0
D630029K05Rik	0	0	0	0	0	0	0	0
D630033O11Rik	0	0	2	0	0	0	0	0
D630039A03Rik	44	43	36	40	71	38	62	63
D630041G03Rik	0	0	0	0	0	0	0	0
D630045J12Rik	0	10	2	0	12	0	0	8
D630045M09Rik	0	0	0	0	0	0	0	0
D6Ertd474e	0	0	0	0	0	0	0	0
D6Ertd527e	0	0	0	2	0	0	0	0
D6Wsu163e	2	10	4	0	3	8	8	4
D730001G18Rik	0	0	2	0	0	0	0	0
D730005E14Rik	4	18	13	6	4	4	2	21
D730045A05Rik	0	0	0	0	0	0	0	0
D730048I06Rik	0	0	0	0	1	0	0	0
D730050B12Rik	0	0	0	0	0	0	0	0
D7Ertd143e	0	0	0	0	0	0	0	0
D7Ertd443e	0	0	0	0	0	0	0	0
D830005E20Rik	0	0	0	0	0	0	0	0
D830013O20Rik	0	0	0	0	0	0	0	0
D830026I12Rik	0	0	0	0	0	0	0	0
D830030K20Rik	0	0	0	0	0	0	0	0
D830031N03Rik	7	26	12	2	27	10	10	12
D830032E09Rik	0	0	0	0	0	0	0	0
D830046C22Rik	0	0	0	0	0	0	0	0
D8Ertd738e	29	20	27	10	20	27	16	18
D8Ertd82e	15	15	26	20	53	25	18	21
D930007P13Rik	0	0	0	0	0	0	0	0
D930015E06Rik	16	31	10	20	24	17	16	52
D930015M05Rik	0	0	0	0	2	0	0	2
D930016D06Rik	6	24	6	8	10	10	3	18
D930020B18Rik	0	0	0	2	0	2	0	0
D930028M14Rik	0	0	0	0	2	0	0	8
D930032P07Rik	0	0	0	0	0	0	0	0
D930048N14Rik	4	17	8	4	16	13	4	13
DQ267100	0	0	0	0	0	0	0	0
DQ267101	0	0	0	0	0	0	0	0
DQ267102	0	0	0	0	0	0	0	0
DXBay18	0	0	0	0	0	0	0	0
Daam1	48	49	49	44	44	48	32	32
Daam2	2	4	10	2	8	2	2	6
Dab1	0	0	0	0	0	0	0	4
Dab2	8	11	24	4	12	2	0	11
Dab2ip	70	107	79	64	91	82	75	102
Dach1	8	24	10	2	25	2	6	20
Dach2	0	0	0	0	8	0	0	4
Dact1	4	6	8	0	4	0	0	4
Dact2	16	12	6	12	10	8	18	12
Dact3	2	0	2	0	0	0	2	0
Dad1	50	119	63	76	96	42	44	68
Dag1	80	118	118	85	89	121	126	125
Dagla	12	20	16	10	6	20	24	4
Daglb	11	8	34	8	8	16	4	8
Dalir	0	0	0	0	0	0	0	0
Dalrd3	20	20	7	13	29	10	19	31
Dancr	5	3	9	2	5	1	0	5
Dand5	0	2	0	2	0	2	0	8
Dao	0	0	0	0	0	0	0	0
Dap	42	18	28	28	16	31	36	14
Dap3	23	20	19	11	30	16	22	44
Dapk1	10	15	14	8	22	2	2	12
Dapk2	28	17	13	20	9	18	28	6
Dapk3	9	18	12	16	16	14	10	22
Dapl1	0	4	0	0	0	0	0	0
Dapp1	6	11	12	4	10	0	4	13
Dars	23	16	32	18	68	16	16	33
Dars2	10	16	4	12	12	12	14	12
Daw1	0	0	0	0	0	0	0	0
Daxx	20	24	21	8	26	18	2	8
Dazap1	33	56	35	45	50	42	37	26
Dazap2	113	128	123	150	142	129	133	94
Dazl	0	0	0	0	0	0	0	0
Dbf4	4	16	18	14	18	8	6	18
Dbh	0	0	0	0	0	0	0	0
Dbhos	0	0	0	0	0	0	0	0
Dbi	62	50	57	40	39	46	42	32
Dbil5	0	0	0	0	0	0	0	0
Dbn1	4	66	18	6	30	2	10	40
Dbndd1	2	0	0	0	0	0	0	1
Dbndd2	12	6	16	12	20	20	13	16
Dbnl	59	44	73	45	45	61	61	57
Dbp	5	8	2	10	0	2	9	0
Dbpht2	0	0	0	0	0	0	0	0
Dbr1	4	12	20	10	6	6	4	10
Dbt	12	6	12	13	18	12	4	10
Dbx1	0	0	0	0	0	0	0	0
Dbx2	0	0	0	0	0	0	0	0
Dcaf10	11	14	21	15	23	10	8	17
Dcaf11	50	36	41	63	42	64	73	38
Dcaf12	47	38	43	26	17	31	36	46
Dcaf12l1	0	0	0	0	0	0	0	0
Dcaf12l2	0	0	0	0	0	0	0	0
Dcaf13	8	20	14	10	12	10	10	19
Dcaf15	18	15	32	14	18	25	14	14
Dcaf17	4	16	20	2	4	8	23	15
Dcaf4	2	6	2	2	14	6	4	8
Dcaf5	19	52	23	20	37	12	29	28
Dcaf6	16	12	2	12	14	12	8	23
Dcaf7	50	78	54	48	70	46	43	77
Dcaf8	35	78	75	38	45	40	50	74
Dcakd	10	33	37	10	33	8	6	24
Dcbld1	20	8	16	24	8	19	22	10
Dcbld2	8	10	1	4	4	5	2	10
Dcc	0	0	0	0	0	0	0	0
Dcdc2a	0	0	0	0	0	0	0	0
Dcdc2b	2	6	1	6	6	1	6	3
Dcdc2c	0	0	0	0	0	0	0	0
Dchs1	2	8	12	4	14	0	2	6
Dck	0	16	14	12	16	8	12	6
Dclk1	8	2	6	2	6	10	8	2
Dclk2	4	6	12	4	11	0	2	5
Dclk3	0	2	0	0	0	0	2	0
Dclre1a	6	6	20	4	8	8	5	8
Dclre1b	4	11	4	6	4	7	3	12
Dclre1c	2	2	7	4	12	4	2	8
Dcn	26	62	120	34	76	2	16	63
Dcp1a	23	24	16	12	17	14	21	14
Dcp1b	10	6	2	8	12	12	6	4
Dcp2	45	18	55	38	29	36	36	34
Dcpp1	0	0	0	0	0	0	0	0
Dcpp2	0	0	0	0	0	0	0	0
Dcpp3	0	0	0	0	0	0	0	0
Dcps	10	16	8	4	13	10	8	10
Dcst1	0	2	0	0	0	0	0	0
Dcstamp	0	0	0	0	0	0	0	0
Dct	0	0	0	0	0	0	0	0
Dctd	0	10	6	2	7	2	1	12
Dctn1	46	64	50	58	73	83	57	56
Dctn2	69	98	54	61	55	57	61	83
Dctn3	18	32	26	29	14	26	32	28
Dctn4	27	24	32	21	24	14	17	34
Dctn5	23	21	32	17	36	18	37	18
Dctn6	21	20	20	18	12	25	21	7
Dctpp1	6	24	4	2	12	4	4	12
Dcun1d1	6	23	14	16	21	18	18	26
Dcun1d2	13	18	14	13	8	12	4	11
Dcun1d3	4	2	4	6	12	6	6	9
Dcun1d4	6	8	17	4	10	8	8	2
Dcun1d5	13	16	19	25	16	10	8	22
Dcx	0	0	0	0	0	0	0	0
Dcxr	10	12	9	22	28	25	34	12
Dda1	10	28	23	15	13	16	15	14
Ddah1	28	2	20	40	2	30	23	8
Ddah2	0	33	12	2	23	4	2	16
Ddb1	160	343	204	166	242	150	158	283
Ddb2	1	7	8	3	0	3	10	9
Ddc	12	12	2	28	20	26	28	24
Ddhd1	10	14	13	8	24	6	6	17
Ddhd2	2	20	6	8	20	4	10	14
Ddi1	0	0	0	0	0	0	0	0
Ddi2	10	13	15	12	18	15	18	14
Ddias	5	0	6	2	8	2	2	2
Ddit3	10	0	3	10	4	0	1	2
Ddit4	50	131	78	24	135	29	64	108
Ddit4l	0	0	0	0	0	0	0	6
Ddn	0	0	0	0	0	0	0	0
Ddo	0	0	0	0	0	0	0	0
Ddost	121	115	141	152	98	107	127	132
Ddr1	75	159	78	50	150	96	89	165
Ddr2	10	6	38	6	18	1	4	12
Ddrgk1	25	15	41	26	15	18	25	26
Ddt	4	4	4	2	6	11	13	2
Ddx1	27	62	59	26	47	51	34	56
Ddx10	10	4	18	8	27	14	7	19
Ddx11	10	15	19	2	12	2	6	6
Ddx17	203	340	238	196	274	188	217	255
Ddx18	5	42	18	17	46	4	15	25
Ddx19a	8	20	28	9	16	9	8	18
Ddx19b	30	15	18	16	14	20	11	14
Ddx20	4	26	8	8	13	0	8	13
Ddx21	59	114	64	57	78	43	30	76
Ddx23	26	53	39	32	40	22	34	44
Ddx24	21	28	38	22	40	10	22	25
Ddx25	0	0	0	2	0	0	0	0
Ddx26b	14	12	18	20	6	16	26	9
Ddx27	24	36	33	6	42	14	22	39
Ddx28	6	8	8	4	10	0	6	6
Ddx31	6	12	2	4	12	2	0	9
Ddx39	18	32	44	17	41	16	16	45
Ddx39b	78	111	80	61	127	58	53	106
Ddx3x	139	300	238	193	306	182	131	236
Ddx3y	6	36	23	25	28	30	17	20
Ddx4	0	2	0	0	0	0	0	0
Ddx41	16	22	22	30	31	12	4	14
Ddx42	14	59	36	48	36	28	30	46
Ddx43	0	0	0	0	0	0	0	0
Ddx46	26	69	69	34	39	37	47	73
Ddx47	19	19	22	31	16	10	20	38
Ddx49	16	16	10	18	10	2	13	17
Ddx5	384	535	441	384	467	364	310	456
Ddx50	41	25	18	21	18	24	37	31
Ddx51	2	23	10	1	24	16	4	10
Ddx52	14	28	26	12	16	8	12	19
Ddx54	33	51	40	37	63	47	28	90
Ddx55	10	9	6	0	16	10	8	12
Ddx56	4	29	23	10	23	16	4	23
Ddx58	4	35	22	12	18	4	8	26
Ddx59	0	2	2	1	2	4	2	1
Ddx6	99	157	126	101	158	85	95	160
Ddx60	20	0	29	22	8	17	10	0
Deaf1	14	10	8	15	22	4	18	18
Dear1	0	0	0	0	0	0	0	0
Deb1	2	6	4	8	0	0	6	2
Decr1	16	4	7	24	11	29	25	13
Decr2	8	10	13	10	4	16	18	8
Dedd	31	32	15	20	23	30	24	25
Dedd2	19	18	13	24	16	29	22	12
Def6	2	0	2	2	2	0	2	1
Def8	4	12	20	6	26	11	10	14
Defa-ps1	0	0	0	0	0	0	2	0
Defa-ps12	0	0	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0	0	0
Defa-rs1	0	0	0	0	0	0	0	0
Defa-rs7	0	0	0	0	0	0	0	0
Defa17	1	5	1	0	1	0	5	5
Defa2	0	0	0	0	0	0	1	2
Defa20	0	2	0	0	6	0	0	4
Defa21	2	14	3	0	2	0	2	8
Defa22	2	6	4	6	0	0	8	15
Defa23	0	0	0	0	0	0	0	0
Defa24	0	0	0	0	0	0	1	0
Defa25	0	0	0	0	0	0	0	0
Defa26	0	0	2	0	0	0	0	0
Defa3	1	5	6	0	1	0	7	4
Defa4	0	0	0	0	0	0	0	0
Defa5	0	0	0	0	4	0	0	0
Defa6	0	0	0	0	0	0	0	0
Defb1	0	0	0	0	0	0	0	0
Defb10	0	0	0	0	0	0	0	0
Defb11	0	0	0	0	0	0	0	0
Defb12	0	0	0	0	0	0	0	0
Defb13	0	0	0	0	0	0	0	0
Defb14	0	0	0	0	0	0	0	0
Defb15	0	0	0	0	0	0	0	0
Defb18	0	0	0	0	0	0	0	0
Defb19	0	0	0	0	0	0	0	0
Defb2	0	0	0	0	0	0	0	0
Defb20	0	0	0	0	0	0	0	0
Defb21	0	0	0	0	0	0	0	0
Defb22	0	0	0	0	0	0	0	0
Defb23	0	0	0	0	0	0	0	0
Defb25	0	0	0	0	0	0	0	0
Defb26	0	0	0	0	0	0	0	0
Defb28	0	0	0	0	0	0	0	0
Defb29	0	0	0	0	0	0	0	0
Defb3	0	0	0	0	0	0	0	0
Defb30	0	0	0	0	0	0	0	0
Defb33	0	0	0	0	0	0	0	0
Defb34	0	0	0	0	0	0	0	0
Defb35	0	0	0	0	0	0	0	0
Defb36	0	0	0	0	0	0	0	0
Defb37	0	0	0	0	0	0	0	0
Defb38	0	0	0	0	0	0	0	0
Defb39	0	0	0	0	0	0	0	0
Defb4	0	0	0	0	0	0	0	0
Defb40	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	0	0	0	0
Defb42	0	0	0	0	0	0	0	0
Defb43	0	0	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0	0	0
Defb45	0	0	0	0	0	0	0	0
Defb46	0	0	0	0	0	0	0	0
Defb47	0	0	0	0	0	0	0	0
Defb48	0	0	0	0	0	0	0	0
Defb5	0	0	0	0	0	0	0	0
Defb50	0	0	0	0	0	0	0	0
Defb6	0	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0	0
Defb8	0	0	0	0	0	0	0	0
Defb9	0	0	0	0	0	0	0	0
Degs1	12	10	37	14	16	12	4	12
Degs2	56	39	57	58	36	58	65	23
Dek	22	38	36	16	44	11	25	29
Dennd1a	6	6	8	6	8	9	2	6
Dennd1b	25	20	28	16	26	25	24	14
Dennd1c	6	21	8	8	10	13	11	5
Dennd2a	6	8	16	4	0	2	4	4
Dennd2c	2	8	2	0	0	0	0	2
Dennd2d	45	11	41	36	5	31	43	12
Dennd3	7	17	17	9	13	10	11	16
Dennd4a	2	6	18	8	4	4	12	2
Dennd4b	2	7	0	2	8	2	2	8
Dennd4c	65	104	65	64	77	60	61	69
Dennd5a	8	34	39	4	41	4	14	28
Dennd5b	19	8	18	4	24	6	8	14
Dennd6a	10	26	32	18	38	20	24	22
Dennd6b	5	12	4	12	8	2	2	6
Denr	11	18	10	21	10	17	10	9
Depdc1a	4	0	2	0	12	4	0	8
Depdc1b	0	4	4	0	2	0	0	4
Depdc5	8	10	10	12	18	12	26	26
Depdc7	0	0	0	0	0	0	0	0
Deptor	71	45	36	73	29	82	73	36
Dera	26	19	25	16	18	10	24	19
Derl1	68	62	49	36	42	31	50	65
Derl2	35	9	14	24	16	18	14	23
Derl3	4	0	6	2	2	0	0	2
Des	5	2	0	8	4	2	0	2
Desi1	13	31	22	22	26	10	24	26
Desi2	22	32	30	13	38	24	22	39
Det1	2	2	4	6	2	0	4	2
Dexi	8	0	4	10	4	6	1	5
Dffa	18	5	8	9	6	7	14	12
Dffb	7	2	0	0	2	0	2	10
Dfna5	6	0	4	6	0	6	0	2
Dfnb59	0	0	0	0	0	0	0	0
Dgat1	21	18	11	9	13	12	14	13
Dgat2	56	2	68	58	16	36	43	12
Dgat2l6	0	0	0	0	0	0	0	0
Dgcr14	4	11	11	14	9	4	6	20
Dgcr2	55	101	48	48	83	62	80	75
Dgcr6	14	12	6	4	2	2	14	10
Dgcr8	17	13	11	9	22	4	22	25
Dgka	72	14	45	87	11	81	53	16
Dgkb	0	0	0	0	0	0	0	0
Dgkd	45	86	69	81	72	62	64	63
Dgke	6	13	8	4	4	2	6	5
Dgkeos	0	0	0	0	0	0	0	0
Dgkg	6	0	0	0	1	2	11	0
Dgkh	9	2	0	6	4	16	13	0
Dgki	0	2	0	0	2	0	0	2
Dgkk	0	0	0	0	0	0	0	0
Dgkq	26	14	11	32	10	37	29	12
Dgkz	61	50	81	81	60	51	77	96
Dguok	4	3	9	3	8	7	5	12
Dhcr24	102	83	138	88	90	130	130	106
Dhcr7	59	25	40	49	36	50	51	32
Dhdds	34	26	14	6	20	20	2	18
Dhdh	0	0	3	0	0	0	0	0
Dhfr	8	6	4	6	12	12	6	23
Dhh	0	0	0	0	0	0	0	0
Dhodh	0	10	6	10	7	6	4	7
Dhps	8	12	10	10	6	8	9	10
Dhrs1	34	16	28	23	16	8	23	12
Dhrs11	24	10	4	33	2	39	35	5
Dhrs13	6	8	2	10	8	2	0	4
Dhrs2	0	0	0	0	0	0	0	0
Dhrs3	15	12	30	10	13	15	20	20
Dhrs4	8	10	12	3	8	8	10	18
Dhrs7	8	12	20	16	28	10	12	8
Dhrs7b	8	14	13	25	11	12	8	13
Dhrs7c	0	0	0	0	0	0	0	0
Dhrs9	44	2	67	46	8	37	21	4
Dhrsx	0	0	0	0	0	0	0	0
Dhtkd1	0	0	0	0	2	0	0	0
Dhx15	57	122	64	44	113	56	54	115
Dhx16	29	42	40	27	32	23	29	26
Dhx29	10	14	34	15	19	8	11	26
Dhx30	44	45	40	14	47	12	18	35
Dhx32	47	44	40	87	48	85	59	26
Dhx33	10	27	31	7	29	14	8	26
Dhx34	8	6	6	12	9	10	6	10
Dhx35	2	6	2	6	6	10	4	16
Dhx36	26	28	21	29	39	16	14	35
Dhx37	4	21	15	2	16	8	4	16
Dhx38	13	50	51	36	36	12	24	42
Dhx40	16	14	18	4	30	8	10	17
Dhx57	27	16	30	8	28	4	13	18
Dhx58	7	4	25	6	11	10	6	4
Dhx8	20	18	22	23	16	14	34	28
Dhx9	66	136	99	57	127	50	63	155
Diablo	5	14	17	6	10	14	6	13
Diap1	84	55	70	53	63	100	93	68
Diap2	9	18	11	14	22	8	14	20
Diap3	2	7	4	0	10	2	0	2
Dicer1	29	45	45	24	58	35	36	43
Dido1	50	66	46	45	38	40	38	51
Diexf	8	12	8	8	4	7	8	15
Dimt1	2	12	6	8	4	4	3	8
Dio1	14	4	2	30	0	8	9	3
Dio2	0	8	3	0	4	0	2	12
Dio3	0	0	0	0	0	0	0	0
Dio3os	0	0	2	0	0	0	0	3
Dip2a	30	14	24	18	26	48	24	29
Dip2b	14	65	40	14	32	19	24	43
Dip2c	4	29	16	7	20	4	5	15
Diras1	0	0	0	0	0	0	0	0
Diras2	0	0	0	0	0	0	0	0
Dirc2	31	26	44	45	26	32	30	43
Dis3	6	14	19	10	16	4	16	5
Dis3l	14	6	20	17	16	7	14	15
Dis3l2	4	10	17	14	21	8	2	8
Disc1	0	0	0	0	0	0	0	0
Disp1	2	10	10	4	10	0	4	8
Disp2	2	0	4	0	0	10	6	6
Dixdc1	0	0	2	6	1	0	0	0
Dkc1	8	32	19	9	32	7	4	15
Dkk1	0	0	0	0	0	0	0	0
Dkk2	7	91	26	10	51	4	6	30
Dkk3	12	42	70	18	56	2	8	73
Dkk4	0	0	0	0	0	0	0	0
Dkkl1	0	0	0	2	0	2	0	2
Dlat	52	63	30	26	44	30	31	35
Dlc1	2	2	10	2	6	0	0	16
Dld	48	48	48	42	38	74	55	35
Dlec1	0	0	0	0	0	0	0	0
Dleu2	0	2	5	4	4	2	0	0
Dleu7	0	0	0	0	0	0	0	0
Dlg1	33	42	41	31	35	42	35	62
Dlg2	0	0	0	0	0	0	0	0
Dlg3	30	23	29	36	27	34	32	23
Dlg4	2	4	2	0	0	2	0	2
Dlg5	22	86	30	21	88	23	20	51
Dlgap1	0	1	1	0	5	0	0	0
Dlgap2	0	0	0	0	0	0	0	0
Dlgap3	0	0	0	0	0	0	0	0
Dlgap4	34	55	46	22	45	23	24	33
Dlgap5	3	16	10	2	21	6	0	7
Dlk1	2	12	2	2	12	4	19	12
Dlk2	0	0	0	0	0	0	0	0
Dll1	2	5	12	14	3	4	8	2
Dll3	0	0	2	0	0	0	0	0
Dll4	8	28	18	13	14	17	9	16
Dlst	72	66	61	74	82	85	62	51
Dlx1	0	0	0	0	0	0	0	0
Dlx1as	0	0	0	0	0	0	0	0
Dlx2	0	0	0	0	0	0	0	0
Dlx3	0	16	0	0	0	0	0	8
Dlx4	0	0	0	0	2	0	0	0
Dlx5	0	0	0	0	0	0	0	0
Dlx6	0	0	0	0	0	0	0	0
Dlx6os1	0	0	0	0	0	0	0	0
Dlx6os2	0	0	0	0	0	0	0	0
Dmap1	6	6	4	4	6	4	6	4
Dmbt1	3837	309	2180	3876	343	2751	3673	573
Dmbx1	0	0	0	0	0	0	0	0
Dmc1	0	0	0	0	0	0	0	0
Dmd	4	9	10	3	17	2	3	12
Dmgdh	2	0	2	0	0	0	2	0
Dmkn	0	3	0	0	2	0	2	2
Dmp1	0	2	0	0	2	0	0	3
Dmpk	18	163	40	10	115	12	44	125
Dmr	0	0	0	0	0	0	0	0
Dmrt1	0	0	0	0	0	0	0	0
Dmrt2	0	0	0	0	0	0	0	0
Dmrt3	0	0	0	0	0	0	0	0
Dmrta1	0	0	0	0	0	0	0	0
Dmrta2	0	4	0	0	3	0	0	6
Dmrtb1	0	0	0	0	0	0	0	0
Dmrtc1a	0	0	0	0	0	0	0	0
Dmrtc1b	0	0	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0	0	0
Dmrtc2	0	0	0	0	0	0	0	0
Dmtf1	17	19	15	16	24	16	8	30
Dmtn	0	0	2	0	0	2	0	0
Dmwd	4	12	24	2	13	2	4	20
Dmxl1	29	30	32	20	34	18	30	40
Dmxl2	2	4	8	0	14	2	3	10
Dna2	6	6	8	0	9	2	8	11
Dnaaf1	0	0	0	0	0	2	4	0
Dnaaf2	10	6	6	8	4	6	6	4
Dnaaf3	2	2	0	0	6	0	2	0
Dnaaf5	7	24	12	12	22	17	8	18
Dnah1	0	0	0	0	0	0	0	0
Dnah10	2	0	0	3	0	0	0	2
Dnah11	1	0	2	0	9	0	2	0
Dnah17	5	15	13	2	45	3	6	13
Dnah2	0	2	0	0	0	0	0	4
Dnah5	2	0	0	2	0	2	0	0
Dnah6	0	0	0	0	0	0	0	0
Dnah7a	0	0	0	0	0	0	0	0
Dnah7b	0	2	0	0	0	0	0	0
Dnah8	14	23	11	16	10	6	22	4
Dnah9	0	0	0	0	0	0	0	0
Dnaic1	0	0	0	0	0	0	0	0
Dnaic2	0	0	0	0	0	0	0	0
Dnaja1	37	70	68	36	107	30	33	60
Dnaja2	58	82	84	96	84	72	71	100
Dnaja3	21	51	30	16	27	25	18	22
Dnaja4	9	24	8	4	25	2	6	32
Dnajb1	12	26	25	24	22	22	18	28
Dnajb11	89	53	57	53	40	55	39	36
Dnajb12	13	25	25	22	11	12	25	17
Dnajb13	6	0	0	0	2	0	0	0
Dnajb14	4	10	8	2	2	2	4	2
Dnajb2	14	35	20	16	21	17	6	26
Dnajb3	0	0	0	0	0	0	0	0
Dnajb4	6	4	4	0	8	8	0	6
Dnajb5	6	10	6	7	9	0	4	12
Dnajb6	21	27	25	26	31	20	26	24
Dnajb7	0	0	0	0	0	0	0	0
Dnajb8	0	0	0	0	0	0	0	0
Dnajb9	24	14	22	25	12	10	18	18
Dnajc1	19	12	14	17	21	13	10	13
Dnajc10	65	91	95	60	88	76	54	70
Dnajc11	22	42	15	38	26	13	20	27
Dnajc12	2	2	0	2	2	4	0	6
Dnajc13	37	64	51	45	37	51	44	50
Dnajc14	30	49	44	26	22	28	19	32
Dnajc15	2	4	0	2	10	4	2	8
Dnajc16	8	10	10	12	10	10	27	10
Dnajc17	2	6	8	5	4	0	6	6
Dnajc18	4	14	17	0	17	8	4	10
Dnajc19	3	2	8	2	8	4	6	4
Dnajc2	26	27	24	16	22	8	8	46
Dnajc21	16	7	8	12	14	9	12	6
Dnajc22	24	50	23	23	33	23	34	41
Dnajc24	2	4	3	6	0	4	2	2
Dnajc25	8	6	0	12	4	0	8	10
Dnajc27	2	2	6	2	4	2	0	5
Dnajc28	2	6	6	2	8	0	2	4
Dnajc3	82	69	72	66	53	77	59	82
Dnajc30	3	3	11	8	5	2	14	1
Dnajc4	2	4	4	8	5	1	10	4
Dnajc5	81	82	79	83	78	87	89	67
Dnajc5b	0	0	0	0	0	0	0	0
Dnajc5g	0	0	0	0	0	0	0	0
Dnajc6	0	16	0	0	7	0	8	8
Dnajc7	61	60	65	35	61	60	36	44
Dnajc8	32	31	27	18	25	32	22	36
Dnajc9	4	22	7	0	14	10	14	21
Dnal1	0	2	3	6	8	2	0	16
Dnal4	6	17	6	4	10	16	6	12
Dnali1	0	0	0	0	0	0	0	0
Dnase1	2	0	2	0	0	0	0	2
Dnase1l1	4	1	14	9	2	9	18	2
Dnase1l2	0	2	0	0	2	2	0	2
Dnase1l3	0	2	5	4	6	8	2	0
Dnase2a	4	0	8	4	6	0	10	0
Dnase2b	0	0	0	0	0	0	0	0
Dnd1	0	2	0	0	0	2	0	0
Dner	0	2	0	0	0	0	0	2
Dnlz	13	14	14	4	16	8	8	15
Dnm1	0	4	12	7	8	0	2	6
Dnm1l	51	53	51	40	51	56	47	46
Dnm2	102	111	117	102	71	133	128	79
Dnm3	2	0	0	0	0	0	0	0
Dnm3os	0	0	0	2	0	2	0	4
Dnmbp	63	26	40	57	32	80	41	23
Dnmt1	37	73	57	8	67	31	31	78
Dnmt3a	12	64	32	24	38	10	27	37
Dnmt3aos	0	0	0	0	0	0	0	0
Dnmt3b	2	2	0	0	7	4	4	2
Dnmt3l	0	2	0	0	0	0	0	0
Dnpep	32	56	47	50	28	34	38	50
Dnph1	0	2	2	0	8	1	2	10
Dntt	0	0	0	0	0	0	0	0
Dnttip1	16	11	17	18	25	16	14	4
Dnttip2	30	19	14	24	20	12	6	12
Doc2a	8	2	0	0	2	3	5	2
Doc2b	0	0	4	0	0	0	0	0
Doc2g	0	2	0	2	3	2	0	2
Dock1	38	43	29	27	73	52	48	40
Dock10	4	2	16	6	0	2	0	2
Dock11	2	26	14	5	18	6	10	14
Dock2	0	2	10	0	3	4	4	4
Dock3	0	0	2	0	0	0	0	2
